Timestamp.2014,2014,Timestamp.2013,2013,Timestamp.2012,2012,Timestamp.2011,2011,,,,,,,,,,,,,,,,,,,,,
01-08-2014,12,01-08-2013,2,01-08-2012,-6,01-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
02-08-2014,12,02-08-2013,-13,02-08-2012,0,02-08-2011,25,,,,,,,,,,,,,,,,,,,,,
03-08-2014,NA,03-08-2013,17,03-08-2012,3,03-08-2011,24,,,,,,,,,,,,,,,,,,,,,
04-08-2014,NA,04-08-2013,NA,04-08-2012,4,04-08-2011,-6,,,,,,,,,,,,,,,,,,,,,
05-08-2014,13,05-08-2013,NA,05-08-2012,14,05-08-2011,13,,,,,,,,,,,,,,,,,,,,,
06-08-2014,13,06-08-2013,1,06-08-2012,NA,06-08-2011,-5,,,,,,,,,,,,,,,,,,,,,
07-08-2014,21,07-08-2013,9,07-08-2012,NA,07-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-08-2014,NA,08-08-2013,-2,08-08-2012,5,08-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
09-08-2014,NA,09-08-2013,-1,09-08-2012,6,09-08-2011,-2,,,,,,,,,,,,,,,,,,,,,
10-08-2014,NA,10-08-2013,-23,10-08-2012,19,10-08-2011,5,,,,,,,,,,,,,,,,,,,,,
11-08-2014,NA,11-08-2013,NA,11-08-2012,8,11-08-2011,6,,,,,,,,,,,,,,,,,,,,,
12-08-2014,12,12-08-2013,NA,12-08-2012,29,12-08-2011,-14,,,,,,,,,,,,,,,,,,,,,
13-08-2014,8,13-08-2013,-2,13-08-2012,NA,13-08-2011,8,,,,,,,,,,,,,,,,,,,,,
14-08-2014,20,14-08-2013,-6,14-08-2012,NA,14-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-08-2014,7,15-08-2013,-18,15-08-2012,9,15-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
16-08-2014,-3,16-08-2013,-25,16-08-2012,7,16-08-2011,11,,,,,,,,,,,,,,,,,,,,,
17-08-2014,NA,17-08-2013,-6,17-08-2012,3,17-08-2011,9,,,,,,,,,,,,,,,,,,,,,
18-08-2014,NA,18-08-2013,NA,18-08-2012,12,18-08-2011,6,,,,,,,,,,,,,,,,,,,,,
19-08-2014,10,19-08-2013,NA,19-08-2012,11,19-08-2011,10,,,,,,,,,,,,,,,,,,,,,
20-08-2014,9,20-08-2013,NA,20-08-2012,NA,20-08-2011,16,,,,,,,,,,,,,,,,,,,,,
21-08-2014,15,21-08-2013,NA,21-08-2012,NA,21-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
22-08-2014,15,22-08-2013,-2,22-08-2012,8,22-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
23-08-2014,15,23-08-2013,-11,23-08-2012,8,23-08-2011,22,,,,,,,,,,,,,,,,,,,,,
24-08-2014,NA,24-08-2013,-3,24-08-2012,9,24-08-2011,21,,,,,,,,,,,,,,,,,,,,,
25-08-2014,NA,25-08-2013,NA,25-08-2012,10,25-08-2011,24,,,,,,,,,,,,,,,,,,,,,
26-08-2014,8,26-08-2013,NA,26-08-2012,6,26-08-2011,13,,,,,,,,,,,,,,,,,,,,,
27-08-2014,9,27-08-2013,4,27-08-2012,NA,27-08-2011,31,,,,,,,,,,,,,,,,,,,,,
28-08-2014,9,28-08-2013,4,28-08-2012,NA,28-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
29-08-2014,-7,29-08-2013,2,29-08-2012,22,29-08-2011,NA,,,,,,,,,,,,,,,,,,,,,
30-08-2014,2,30-08-2013,-10,30-08-2012,NA,30-08-2011,2,,,,,,,,,,,,,,,,,,,,,
01-09-2014,NA,01-09-2013,NA,01-09-2012,NA,01-09-2011,11,,,,,,,,,,,,,,,,,,,,,
02-09-2014,7,02-09-2013,NA,02-09-2012,6,02-09-2011,20,,,,,,,,,,,,,,,,,,,,,
03-09-2014,3,03-09-2013,-11,03-09-2012,NA,03-09-2011,4,,,,,,,,,,,,,,,,,,,,,
04-09-2014,5,04-09-2013,-14,04-09-2012,NA,04-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
05-09-2014,1,05-09-2013,-19,05-09-2012,12,05-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-09-2014,5,06-09-2013,-9,06-09-2012,8,06-09-2011,7,,,,,,,,,,,,,,,,,,,,,
07-09-2014,NA,07-09-2013,-2,07-09-2012,12,07-09-2011,13,,,,,,,,,,,,,,,,,,,,,
08-09-2014,NA,08-09-2013,NA,08-09-2012,13,08-09-2011,18,,,,,,,,,,,,,,,,,,,,,
09-09-2014,2,09-09-2013,NA,09-09-2012,8,09-09-2011,28,,,,,,,,,,,,,,,,,,,,,
10-09-2014,1,10-09-2013,1,10-09-2012,NA,10-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-09-2014,7,11-09-2013,-8,11-09-2012,NA,11-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
12-09-2014,12,12-09-2013,-9,12-09-2012,8,12-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-09-2014,11,13-09-2013,-9,13-09-2012,12,13-09-2011,-3,,,,,,,,,,,,,,,,,,,,,
14-09-2014,NA,14-09-2013,-7,14-09-2012,8,14-09-2011,12,,,,,,,,,,,,,,,,,,,,,
15-09-2014,NA,15-09-2013,NA,15-09-2012,8,15-09-2011,15,,,,,,,,,,,,,,,,,,,,,
16-09-2014,NA,16-09-2013,NA,16-09-2012,NA,16-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-09-2014,4,17-09-2013,NA,17-09-2012,NA,17-09-2011,11,,,,,,,,,,,,,,,,,,,,,
18-09-2014,8,18-09-2013,-8,18-09-2012,NA,18-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
19-09-2014,0,19-09-2013,17,19-09-2012,9,19-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
20-09-2014,4,20-09-2013,18,20-09-2012,7,20-09-2011,11,,,,,,,,,,,,,,,,,,,,,
21-09-2014,NA,21-09-2013,-7,21-09-2012,4,21-09-2011,5,,,,,,,,,,,,,,,,,,,,,
22-09-2014,NA,22-09-2013,NA,22-09-2012,9,22-09-2011,14,,,,,,,,,,,,,,,,,,,,,
23-09-2014,5,23-09-2013,NA,23-09-2012,0,23-09-2011,14,,,,,,,,,,,,,,,,,,,,,
24-09-2014,21,24-09-2013,1,24-09-2012,NA,24-09-2011,1,,,,,,,,,,,,,,,,,,,,,
25-09-2014,8,25-09-2013,5,25-09-2012,NA,25-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
26-09-2014,6,26-09-2013,-12,26-09-2012,9,26-09-2011,NA,,,,,,,,,,,,,,,,,,,,,
27-09-2014,4,27-09-2013,13,27-09-2012,3,27-09-2011,3,,,,,,,,,,,,,,,,,,,,,
28-09-2014,NA,28-09-2013,-22,28-09-2012,14,28-09-2011,11,,,,,,,,,,,,,,,,,,,,,
29-09-2014,NA,29-09-2013,NA,29-09-2012,22,29-09-2011,11,,,,,,,,,,,,,,,,,,,,,
30-09-2014,-5,30-09-2013,NA,30-09-2012,-11,30-09-2011,-1,,,,,,,,,,,,,,,,,,,,,
01-10-2014,3,01-10-2013,-8,01-10-2012,NA,01-10-2011,4,,,,,,,,,,,,,,,,,,,,,
02-10-2014,5,02-10-2013,25,02-10-2012,NA,02-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
03-10-2014,5,03-10-2013,6,03-10-2012,20,03-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
04-10-2014,4,04-10-2013,9,04-10-2012,19,04-10-2011,-5,,,,,,,,,,,,,,,,,,,,,
05-10-2014,NA,05-10-2013,-16,05-10-2012,16,05-10-2011,-5,,,,,,,,,,,,,,,,,,,,,
06-10-2014,NA,06-10-2013,NA,06-10-2012,9,06-10-2011,4,,,,,,,,,,,,,,,,,,,,,
07-10-2014,3,07-10-2013,NA,07-10-2012,11,07-10-2011,8,,,,,,,,,,,,,,,,,,,,,
08-10-2014,4,08-10-2013,8,08-10-2012,NA,08-10-2011,18,,,,,,,,,,,,,,,,,,,,,
09-10-2014,6,09-10-2013,12,09-10-2012,NA,09-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
10-10-2014,6,10-10-2013,-4,10-10-2012,16,10-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
11-10-2014,1,11-10-2013,-7,11-10-2012,11,11-10-2011,-2,,,,,,,,,,,,,,,,,,,,,
12-10-2014,NA,12-10-2013,22,12-10-2012,13,12-10-2011,4,,,,,,,,,,,,,,,,,,,,,
13-10-2014,NA,13-10-2013,NA,13-10-2012,-12,13-10-2011,1,,,,,,,,,,,,,,,,,,,,,
14-10-2014,6,14-10-2013,NA,14-10-2012,-9,14-10-2011,11,,,,,,,,,,,,,,,,,,,,,
15-10-2014,NA,15-10-2013,11,15-10-2012,NA,15-10-2011,6,,,,,,,,,,,,,,,,,,,,,
16-10-2014,3,16-10-2013,-7,16-10-2012,NA,16-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
17-10-2014,1,17-10-2013,-16,17-10-2012,-4,17-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
18-10-2014,-6,18-10-2013,-20,18-10-2012,4,18-10-2011,5,,,,,,,,,,,,,,,,,,,,,
19-10-2014,NA,19-10-2013,-45,19-10-2012,0,19-10-2011,11,,,,,,,,,,,,,,,,,,,,,
20-10-2014,NA,20-10-2013,NA,20-10-2012,7,20-10-2011,-6,,,,,,,,,,,,,,,,,,,,,
21-10-2014,-9,21-10-2013,NA,21-10-2012,-8,21-10-2011,5,,,,,,,,,,,,,,,,,,,,,
22-10-2014,-2,22-10-2013,-10,22-10-2012,NA,22-10-2011,7,,,,,,,,,,,,,,,,,,,,,
23-10-2014,2,23-10-2013,-15,23-10-2012,NA,23-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
24-10-2014,12,24-10-2013,-32,24-10-2012,-2,24-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
25-10-2014,12,25-10-2013,-19,25-10-2012,-9,25-10-2011,-2,,,,,,,,,,,,,,,,,,,,,
26-10-2014,NA,26-10-2013,NA,26-10-2012,NA,26-10-2011,9,,,,,,,,,,,,,,,,,,,,,
27-10-2014,NA,27-10-2013,NA,27-10-2012,-7,27-10-2011,1,,,,,,,,,,,,,,,,,,,,,
28-10-2014,-10,28-10-2013,NA,28-10-2012,-4,28-10-2011,-1,,,,,,,,,,,,,,,,,,,,,
29-10-2014,12,29-10-2013,-19,29-10-2012,NA,29-10-2011,-15,,,,,,,,,,,,,,,,,,,,,
30-10-2014,18,30-10-2013,-9,30-10-2012,NA,30-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
31-10-2014,8,31-10-2013,0,31-10-2012,-15,31-10-2011,NA,,,,,,,,,,,,,,,,,,,,,
01-11-2014,5,01-11-2013,7,01-11-2012,-2,01-11-2011,2,,,,,,,,,,,,,,,,,,,,,
02-11-2014,NA,02-11-2013,12,02-11-2012,-1,02-11-2011,-6,,,,,,,,,,,,,,,,,,,,,
03-11-2014,NA,03-11-2013,NA,03-11-2012,9,03-11-2011,-5,,,,,,,,,,,,,,,,,,,,,
04-11-2014,3,04-11-2013,NA,04-11-2012,-6,04-11-2011,-13,,,,,,,,,,,,,,,,,,,,,
05-11-2014,NA,05-11-2013,7,05-11-2012,NA,05-11-2011,NA,,,,,,,,,,,,,,,,,,,,,
06-11-2014,13,06-11-2013,2,06-11-2012,NA,06-11-2011,NA,,,,,,,,,,,,,,,,,,,,,
07-11-2014,-3,07-11-2013,38,07-11-2012,NA,07-11-2011,NA,,,,,,,,,,,,,,,,,,,,,
08-11-2014,0,08-11-2013,-26,08-11-2012,-5,08-11-2011,-22,,,,,,,,,,,,,,,,,,,,,
09-11-2014,NA,09-11-2013,-67,09-11-2012,11,09-11-2011,-28,,,,,,,,,,,,,,,,,,,,,
10-11-2014,NA,10-11-2013,NA,10-11-2012,-38,10-11-2011,-15,,,,,,,,,,,,,,,,,,,,,
11-11-2014,12,11-11-2013,NA,11-11-2012,-22,11-11-2011,-2,,,,,,,,,,,,,,,,,,,,,
12-11-2014,-15,12-11-2013,-22,12-11-2012,NA,12-11-2011,NA,,,,,,,,,,,,,,,,,,,,,
13-11-2014,-16,13-11-2013,NA,13-11-2012,NA,13-11-2011,NA,,,,,,,,,,,,,,,,,,,,,
14-11-2014,14,14-11-2013,-215,14-11-2012,-26,14-11-2011,NA,,,,,,,,,,,,,,,,,,,,,
15-11-2014,NA,15-11-2013,NA,15-11-2012,-12,15-11-2011,-41,,,,,,,,,,,,,,,,,,,,,
